model;dt;re-plan after #timesteps;planning horizon;v_min [m/s];v_max [m/s];a_min [m/s^2];a_max [m/s^2];delta_min [radians];delta_max [radians];v_delta_min [radians/s];v_delta_max [radians/s];road name;road completion;objective value;avg solve time;max solve time;min solve time;url animation;url stats
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;95.01%;minimize_control_derivatives: 1277553.18;7.83ms;13.82ms;1.28ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.42%;minimize_control_derivatives: 3375467238.14;3.36ms;4.22ms;2.96ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.48%;minimize_control_derivatives: 7148329.32;7.06ms;18.12ms;1.32ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;53.74%;minimize_control_derivatives: 239032834.41;3.49ms;8.00ms;2.95ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;41.12%;minimize_control_derivatives: 11843766.66;7.93ms;13.39ms;6.32ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;11.23%;minimize_control_derivatives: 658857.08;3.49ms;6.09ms;3.15ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.96%;minimize_control_derivatives: 8889361.76;7.34ms;13.73ms;1.56ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.96%;minimize_control_derivatives: 53950.48;3.27ms;7.82ms;1.39ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.94%;minimize_control_derivatives: 28500.58;6.60ms;18.32ms;1.56ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;66.74%;minimize_control_derivatives: 8465116754.52;3.45ms;9.72ms;2.88ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.94%;minimize_control_derivatives: 45382339.16;7.63ms;12.99ms;1.22ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.92%;minimize_control_derivatives: 3361389590.82;2.83ms;8.37ms;1.18ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.87%;minimize_control_derivatives: 9219007.35;6.90ms;12.66ms;1.30ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;16.91%;minimize_control_derivatives: 1536882501.19;2.82ms;5.06ms;2.27ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.97%;minimize_control_derivatives: 26194405.46;7.45ms;14.68ms;2.21ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;32.27%;minimize_control_derivatives: 3687704.31;4.80ms;7.92ms;3.70ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.85%;minimize_control_derivatives: 10462804.41;8.13ms;15.02ms;1.62ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;45.06%;minimize_control_derivatives: 1165652019.73;3.25ms;4.18ms;2.96ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.46%;minimize_control_derivatives: 14378522.31;7.09ms;10.76ms;1.58ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;52.48%;minimize_control_derivatives: 155532695.94;3.42ms;7.02ms;2.90ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;38.93%;minimize_control_derivatives: 1962487.05;8.43ms;12.40ms;7.51ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;6.80%;minimize_control_derivatives: 1030121.98;3.75ms;4.54ms;3.22ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.92%;minimize_control_derivatives: 33483833.90;7.70ms;17.88ms;2.37ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.88%;minimize_control_derivatives: 51668.52;3.15ms;6.22ms;1.22ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.90%;minimize_control_derivatives: 33907.64;6.99ms;15.41ms;2.39ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;2.08%;minimize_control_derivatives: 31566390.41;3.80ms;4.50ms;3.54ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.91%;minimize_control_derivatives: 37971429.25;8.45ms;14.42ms;2.26ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;23.95%;minimize_control_derivatives: 10726.71;4.27ms;7.28ms;3.51ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.77%;minimize_control_derivatives: 11557140.14;7.48ms;18.88ms;1.99ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_control_derivatives: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.94%;minimize_control_derivatives: 18014780.82;8.31ms;13.92ms;1.92ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;17.34%;minimize_control_derivatives: 2738071.07;5.20ms;6.47ms;4.20ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;46.73%;minimize_control_derivatives: 9855485.04;10.02ms;14.95ms;7.70ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;49.67%;minimize_control_derivatives: 895942373.28;3.01ms;3.79ms;2.66ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.22%;minimize_control_derivatives: 57548334.39;6.34ms;9.17ms;1.66ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;43.47%;minimize_control_derivatives: 103941888.31;2.86ms;3.56ms;2.52ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;47.02%;minimize_control_derivatives: 16088924.18;7.92ms;9.67ms;6.56ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;1.05%;minimize_control_derivatives: 0.00;4.67ms;4.93ms;4.42ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;13.01%;minimize_control_derivatives: 11789023.74;8.97ms;14.32ms;8.07ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.94%;minimize_control_derivatives_offset_maximize_distance: -7435489.95;4.22ms;11.26ms;2.02ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.97%;minimize_control_derivatives_offset_maximize_distance: -8637178.99;9.52ms;15.15ms;2.86ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;56.41%;minimize_control_derivatives_offset_maximize_distance: 13819069113.06;4.25ms;8.83ms;3.79ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.96%;minimize_control_derivatives_offset_maximize_distance: -10669545.10;9.21ms;30.58ms;2.08ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.90%;minimize_control_derivatives_offset_maximize_distance: 6942304126.83;4.09ms;14.08ms;0.89ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.92%;minimize_control_derivatives_offset_maximize_distance: -4577461.74;9.45ms;20.77ms;1.42ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;14.91%;minimize_control_derivatives_offset_maximize_distance: 3022962487.65;4.48ms;11.23ms;3.86ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.98%;minimize_control_derivatives_offset_maximize_distance: -11896443.58;9.81ms;25.24ms;1.43ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;34.51%;minimize_control_derivatives_offset_maximize_distance: -569542.77;5.14ms;13.05ms;3.79ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;62.32%;minimize_control_derivatives_offset_maximize_distance: -1340091.71;11.15ms;20.98ms;9.68ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.90%;minimize_control_derivatives_offset_maximize_distance: 1300710041.83;3.88ms;5.37ms;3.40ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.45%;minimize_control_derivatives_offset_maximize_distance: 3170707.97;9.12ms;26.00ms;1.59ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;55.25%;minimize_control_derivatives_offset_maximize_distance: 168883949.13;3.90ms;7.42ms;3.16ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;44.42%;minimize_control_derivatives_offset_maximize_distance: 1119149.98;9.61ms;14.56ms;7.91ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;11.33%;minimize_control_derivatives_offset_maximize_distance: -858054.83;4.63ms;15.07ms;3.91ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;12.58%;minimize_control_derivatives_offset_maximize_distance: -757480.97;9.71ms;10.66ms;9.33ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.94%;minimize_control_derivatives_offset_maximize_distance: -3555678.16;4.20ms;25.00ms;1.10ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
